candidate,fold,month,revenue_mae,cogs_mae,official_mae
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-10,428897.899843065,379718.72402131854,404308.3119321918
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-11,426246.97661441716,411341.830410245,418794.4035123311
seasonal_xgb_market_uplift_160_cogs102,recovery_2021,2021-12,440924.70912924194,555435.6190305168,498180.1640798794
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-01,659176.2290701073,571942.8958664301,615559.5624682687
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-02,941686.6598249149,742445.1518841721,842065.9058545434
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-03,1259850.3733748223,1238943.917303845,1249397.1453393337
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-04,799769.159790954,821431.8680917603,810600.5139413571
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-05,1040618.4166575491,849618.5333033359,945118.4749804426
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-06,770018.3477095489,724267.8135842985,747143.0806469237
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-07,604990.40335656,699310.0050755091,652150.2042160346
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-08,1409020.9236015663,1117349.3224410282,1263185.1230212972
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-09,855414.5975399199,831035.395594361,843224.9965671404
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-10,578017.7022473783,443383.2090831511,510700.4556652647
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-11,582011.105925288,553436.0742710854,567723.5900981867
seasonal_xgb_market_uplift_160_cogs102,recovery_2022,2022-12,441884.79569718585,473869.51214119175,457877.1539191888
seasonal_xgb_market_uplift_160_cogs102,recovery_2022_h2,2022-07,663332.2204763336,613512.6473809788,638422.4339286562
seasonal_xgb_market_uplift_160_cogs102,recovery_2022_h2,2022-08,1228554.8031613035,990644.5836085745,1109599.6933849389
seasonal_xgb_market_uplift_160_cogs102,recovery_2022_h2,2022-09,789377.2798490743,727094.5224227237,758235.901135899
seasonal_xgb_market_uplift_160_cogs102,recovery_2022_h2,2022-10,460222.84420827805,379302.7112330635,419762.7777206708
seasonal_xgb_market_uplift_160_cogs102,recovery_2022_h2,2022-11,538942.3116991263,511442.15864028817,525192.2351697072
seasonal_xgb_market_uplift_160_cogs102,recovery_2022_h2,2022-12,446527.15233303665,414262.1540526028,430394.65319281974
